gene,miRNA,interaction
P4HB,hsa-miR-1271-5p,0
PNPLA6,hsa-miR-1271-5p,1
CLPS,hsa-miR-1271-5p,1
FOSB,hsa-miR-5196-5p,0
TAPBP,hsa-miR-5196-5p,0
DHDDS,hsa-miR-5196-5p,0
MAML3,hsa-miR-5196-5p,1
GAN,hsa-miR-5196-5p,0
SLC17A9,hsa-miR-5196-5p,0
PLD6,hsa-miR-5196-5p,0
RTP1,hsa-miR-5196-5p,0
CD164,hsa-miR-5196-5p,0
MED7,hsa-miR-5196-5p,1
FOSB,hsa-miR-138-2-3p,0
USP42,hsa-miR-138-2-3p,0
TTLL7,hsa-miR-138-2-3p,0
SDR16C5,hsa-miR-138-2-3p,1
FOSB,hsa-let-7b-3p,0
DBNL,hsa-let-7b-3p,0
DSCR9,hsa-let-7b-3p,0
STX7,hsa-let-7b-3p,1
FOSB,hsa-miR-569,0
OS9,hsa-miR-569,0
GBP6,hsa-miR-569,1
FOSB,hsa-miR-6082,0
SPINK5,hsa-miR-6082,0
MIA3,hsa-miR-6082,1
CADPS,hsa-miR-6082,1
SNX19,hsa-miR-6841-5p,0
MAGED4B,hsa-miR-6841-5p,1
GP9,hsa-miR-6841-5p,1
HOXA13,hsa-miR-6841-5p,1
ZFYVE21,hsa-miR-6841-5p,1
SNX19,hsa-miR-4666b,0
INPP5E,hsa-miR-4666b,1
SNX19,hsa-miR-3155a,0
ZNF516,hsa-miR-3155a,1
SNX19,hsa-miR-1250-3p,0
NOD1,hsa-miR-1250-3p,1
NTSR1,hsa-miR-1250-3p,1
IVL,hsa-miR-1250-3p,1
LDLR,hsa-miR-204-3p,0
KHDRBS1,hsa-miR-204-3p,1
KCNJ5,hsa-miR-204-3p,1
MED20,hsa-miR-204-3p,1
LDLR,hsa-miR-532-3p,0
INSRR,hsa-miR-532-3p,0
POU5F1B,hsa-miR-532-3p,0
SMYD3,hsa-miR-532-3p,1
LDLR,hsa-miR-2861,1
GPATCH2,hsa-miR-2861,1
NR3C1,hsa-miR-103b,0
NCRNA00174,hsa-miR-103b,0
THAP7,hsa-miR-103b,0
JPH2,hsa-miR-103b,0
IKZF3,hsa-miR-103b,1
NR3C1,hsa-miR-6515-5p,0
NR3C1,hsa-miR-138-1-3p,0
CWF19L1,hsa-miR-138-1-3p,0
NR3C1,hsa-miR-4650-3p,0
MAPKSP1,hsa-miR-4650-3p,0
RPL22,hsa-miR-4650-3p,0
MANBAL,hsa-miR-4650-3p,1
CBR4,hsa-miR-3059-5p,0
CYP4A11,hsa-miR-3059-5p,0
ZBTB8B,hsa-miR-3059-5p,0
RPN2,hsa-miR-3059-5p,0
ARHGEF4,hsa-miR-3059-5p,0
RSHL1,hsa-miR-3059-5p,0
GTSF1,hsa-miR-3059-5p,0
PCSK5,hsa-miR-3059-5p,0
PIP5KL1,hsa-miR-3059-5p,1
KRAS,hsa-miR-18a-3p,1
LASS4,hsa-miR-18a-3p,0
SNAPC2,hsa-miR-18a-3p,1
MSI2,hsa-miR-548ax,0
SLC16A14,hsa-miR-548ax,0
SOX13,hsa-miR-548ax,0
CNPY1,hsa-miR-548ax,0
ACOX2,hsa-miR-548ax,0
PARD3,hsa-miR-548ax,0
RIOK3,hsa-miR-548ax,0
PPFIBP1,hsa-miR-548ax,0
TGOLN2,hsa-miR-548ax,1
RHEB,hsa-miR-19b-2-5p,0
WDR5,hsa-miR-19b-2-5p,0
PTGIS,hsa-miR-19b-2-5p,0
FAM3C,hsa-miR-19b-2-5p,0
HK3,hsa-miR-19b-2-5p,0
FBXO11,hsa-miR-19b-2-5p,0
MC2R,hsa-miR-19b-2-5p,0
AHCYL2,hsa-miR-19b-2-5p,0
BRP44,hsa-miR-19b-2-5p,0
SIL1,hsa-miR-19b-2-5p,1
TBCA,hsa-miR-6790-5p,0
PPP4R2,hsa-miR-6790-5p,0
AKIRIN1,hsa-miR-6790-5p,1
FAM40B,hsa-miR-6790-5p,0
C19ORF39,hsa-miR-6790-5p,1
NANOS3,hsa-miR-6790-5p,1
TBL1XR1,hsa-miR-6790-5p,1
KIRREL3,hsa-miR-6790-5p,1
TBCA,hsa-miR-12127,0
CCDC121,hsa-miR-12127,0
ZNF610,hsa-miR-12127,0
ZNF254,hsa-miR-12127,0
JAG2,hsa-miR-12127,0
MRPL1,hsa-miR-12127,0
CES1,hsa-miR-12127,0
EEPD1,hsa-miR-12127,1
TBCA,hsa-miR-548n,1
CLEC5A,hsa-miR-548n,0
GPR137C,hsa-miR-548n,1
SMAD7,hsa-miR-520g-3p,1
CBLN4,hsa-miR-520g-3p,0
ODZ2,hsa-miR-520g-3p,0
C8ORF79,hsa-miR-520g-3p,1
TINP1,hsa-miR-520g-3p,1
ABCB5,hsa-miR-522-5p,1
CYP11A1,hsa-miR-522-5p,1
NDST2,hsa-miR-522-5p,1
ABCE1,hsa-miR-299-3p,1
FXN,hsa-miR-299-3p,1
PRKCH,hsa-miR-299-3p,1
APOBEC3C,hsa-miR-299-3p,1
GOLGA7,hsa-miR-299-3p,1
LRP2,hsa-miR-299-3p,1
ABCG2,hsa-miR-519c-3p,1
PLGLB2,hsa-miR-519c-3p,0
RAG2,hsa-miR-519c-3p,0
TOR1AIP2,hsa-miR-519c-3p,1
ABCG2,hsa-miR-487a-3p,1
GNB3,hsa-miR-487a-3p,1
RARS2,hsa-miR-487a-3p,1
APC,hsa-miR-6073,1
MRPL19,hsa-miR-6073,0
ABCC3,hsa-miR-6073,1
ATP5S,hsa-miR-34a-3p,1
TGIF2,hsa-miR-34a-3p,1
C3ORF62,hsa-miR-34a-3p,1
CARD8,hsa-miR-34a-3p,1
MTAP,hsa-miR-34a-3p,1
BCL2L11,hsa-miR-488-3p,1
BCL2L11,hsa-miR-4758-3p,1
DSCR9,hsa-miR-4758-3p,0
TM9SF3,hsa-miR-4758-3p,1
CCDC157,hsa-miR-4758-3p,1
BCL2L2,hsa-miR-214-3p,1
CD274,hsa-miR-214-3p,1
CPD,hsa-miR-214-3p,1
SP1,hsa-miR-214-3p,1
RAB15,hsa-miR-214-3p,1
FAM98A,hsa-miR-214-3p,1
POU4F2,hsa-miR-214-3p,1
CADM1,hsa-miR-214-3p,1
BMI1,hsa-miR-487b-3p,1
GRM3,hsa-miR-487b-3p,1
ZMAT1,hsa-miR-487b-3p,0
ILF3,hsa-miR-487b-3p,1
UBE2E2,hsa-miR-487b-3p,1
BMI1,hsa-miR-544a,1
C3ORF15,hsa-miR-544a,0
BCAM,hsa-miR-544a,1
BTK,hsa-miR-4269,1
CDH19,hsa-miR-4269,1
NDOR1,hsa-miR-4269,1
BTK,hsa-miR-1253,1
MRGPRX3,hsa-miR-1253,1
CALCR,hsa-miR-3945,0
CNTD1,hsa-miR-3945,0
GNPTG,hsa-miR-3945,0
LYPD3,hsa-miR-3945,0
GCC2,hsa-miR-3945,0
GABBR2,hsa-miR-3945,0
C13ORF36,hsa-miR-3945,0
HOXA4,hsa-miR-3945,0
TRPA1,hsa-miR-3945,0
IPPK,hsa-miR-3945,0
ESF1,hsa-miR-3945,0
POU4F2,hsa-miR-3945,0
TEX19,hsa-miR-3945,0
PTPN2,hsa-miR-3945,0
CD96,hsa-miR-3945,0
TMEM151B,hsa-miR-3945,0
MAP7,hsa-miR-3945,0
TRIM31,hsa-miR-3945,1
PAIP2,hsa-miR-3945,1
CAND1,hsa-miR-4748,1
ZNF341,hsa-miR-4748,1
CBL,hsa-miR-188-3p,1
BMS1,hsa-miR-188-3p,1
RNPEP,hsa-miR-188-3p,0
C17ORF102,hsa-miR-188-3p,0
GNG7,hsa-miR-188-3p,0
F12,hsa-miR-188-3p,0
FAM155B,hsa-miR-188-3p,0
RPRD1B,hsa-miR-188-3p,0
CASC4,hsa-miR-188-3p,0
GPC5,hsa-miR-188-3p,1
CBLB,hsa-miR-891b,1
SFRS5,hsa-miR-891b,0
UNC50,hsa-miR-891b,1
ZNF677,hsa-miR-891b,1
CCL7,hsa-miR-135b-3p,1
GALR3,hsa-miR-135b-3p,0
CCL7,hsa-miR-580-5p,1
RNF122,hsa-miR-580-5p,1
MZF1,hsa-miR-580-5p,1
TBX5,hsa-miR-580-5p,1
CD226,hsa-miR-892a,1
ACP2,hsa-miR-892a,0
TSPAN10,hsa-miR-892a,0
SERF1A,hsa-miR-892a,0
NSMCE1,hsa-miR-892a,1
PNPLA3,hsa-miR-892a,1
CD226,hsa-miR-8081,1
RASA4,hsa-miR-8081,0
LRRC56,hsa-miR-8081,1
CACNG5,hsa-miR-8081,1
DDRGK1,hsa-miR-8081,1
CD274,hsa-miR-601,1
METTL7A,hsa-miR-601,0
CD274,hsa-miR-3129-3p,1
RPGRIP1,hsa-miR-3129-3p,0
SYNGR2,hsa-miR-3129-3p,1
P2RY2,hsa-miR-3129-3p,1
GGN,hsa-miR-3129-3p,1
CDK2,hsa-miR-524-5p,1
MMP9,hsa-miR-524-5p,1
TUFT1,hsa-miR-524-5p,0
DBX1,hsa-miR-524-5p,0
FAM155B,hsa-miR-524-5p,1
TXNDC2,hsa-miR-524-5p,0
MRRF,hsa-miR-524-5p,1
CDK2,hsa-miR-638,1
STARD10,hsa-miR-638,1
ARMCX1,hsa-miR-638,1
ASNA1,hsa-miR-638,1
CHEK1,hsa-miR-877-3p,1
IL1B,hsa-miR-877-3p,1
CHRM1,hsa-miR-107,1
CISH,hsa-miR-572,1
REXO1,hsa-miR-572,1
PLA2G3,hsa-miR-572,1
CTNNBIP1,hsa-miR-215-5p,1
WNK1,hsa-miR-215-5p,1
ZEB2,hsa-miR-215-5p,1
NID1,hsa-miR-215-5p,1
CXCL2,hsa-miR-532-5p,1
POU2AF1,hsa-miR-532-5p,0
KATNA1,hsa-miR-532-5p,0
CRK,hsa-miR-532-5p,0
CYP4F3,hsa-miR-532-5p,1
CXXC5,hsa-miR-532-5p,1
SNX33,hsa-miR-532-5p,1
CYBB,hsa-miR-653-5p,1
ITM2B,hsa-miR-653-5p,1
DAAM2,hsa-miR-5190,1
MYCL1,hsa-miR-5190,0
ABHD3,hsa-miR-5190,1
RAB3D,hsa-miR-5190,1
DCBLD2,hsa-miR-451a,1
IKBKB,hsa-miR-451a,1
MAP3K1,hsa-miR-451a,1
GRIN2D,hsa-miR-451a,0
THSD4,hsa-miR-451a,1
DKK1,hsa-miR-29a-5p,1
WNT8A,hsa-miR-29a-5p,1
CNPY3,hsa-miR-29a-5p,1
TTC3,hsa-miR-29a-5p,1
DKK1,hsa-miR-493-3p,1
ZNF259,hsa-miR-493-3p,0
PKD2L1,hsa-miR-493-3p,0
GPR6,hsa-miR-493-3p,1
EGFR,hsa-miR-542-5p,1
SLC36A1,hsa-miR-542-5p,1
EIF4E,hsa-miR-378f,1
C1ORF189,hsa-miR-378f,1
LINGO4,hsa-miR-378f,1
EIF2C4,hsa-miR-378f,1
ERBB2,hsa-miR-548d-3p,1
ARPC1B,hsa-miR-548d-3p,1
ERBB2,hsa-miR-155-3p,1
LTF,hsa-miR-155-3p,0
ERBB2,hsa-miR-323b-5p,1
C2ORF39,hsa-miR-323b-5p,1
ERN1,hsa-miR-1291,1
KHDRBS2,hsa-miR-1291,1
ABCC1,hsa-miR-1291,1
IWS1,hsa-miR-1291,1
COL4A4,hsa-miR-1291,1
FAM3A,hsa-miR-423-5p,1
LPAR2,hsa-miR-423-5p,1
FAM3A,hsa-miR-6891-5p,1
ACAP1,hsa-miR-6891-5p,0
PSMF1,hsa-miR-6891-5p,1
DGKH,hsa-miR-6891-5p,0
FBXW12,hsa-miR-6891-5p,0
RNH1,hsa-miR-6891-5p,1
ODZ1,hsa-miR-6891-5p,1
RUFY2,hsa-miR-6891-5p,1
LYG2,hsa-miR-6891-5p,1
FAM115A,hsa-miR-6891-5p,1
FASN,hsa-miR-486-3p,1
WDR74,hsa-miR-486-3p,1
GLRA1,hsa-miR-486-3p,1
ZNF562,hsa-miR-486-3p,1
FBN1,hsa-miR-6761-5p,1
A2LD1,hsa-miR-6761-5p,0
FSD1,hsa-miR-6761-5p,1
FBXW7,hsa-miR-182-3p,1
MDC1,hsa-miR-182-3p,0
ZNF266,hsa-miR-182-3p,0
GAPVD1,hsa-miR-182-3p,1
TTC23L,hsa-miR-182-3p,1
FGFR1,hsa-miR-573,1
LASS4,hsa-miR-573,0
YOD1,hsa-miR-573,0
TRIAP1,hsa-miR-573,1
C17ORF89,hsa-miR-573,1
NEK8,hsa-miR-573,1
FGFRL1,hsa-miR-510-3p,1
ZDHHC20,hsa-miR-510-3p,1
FNDC1,hsa-miR-1207-3p,1
WDR42A,hsa-miR-1207-3p,1
C6ORF130,hsa-miR-1207-3p,1
ATP10B,hsa-miR-1207-3p,1
SIRT6,hsa-miR-1207-3p,1
C4ORF36,hsa-miR-1207-3p,1
FOXA2,hsa-miR-6792-5p,1
C8ORF86,hsa-miR-6792-5p,0
NR0B2,hsa-miR-6792-5p,1
MED28,hsa-miR-6792-5p,1
PCYT1B,hsa-miR-6792-5p,1
FOXN1,hsa-miR-18b-5p,1
TNRC6B,hsa-miR-18b-5p,1
CLEC5A,hsa-miR-18b-5p,0
SLC7A8,hsa-miR-18b-5p,1
CDC37L1,hsa-miR-18b-5p,1
C4ORF48,hsa-miR-18b-5p,1
FOXO1,hsa-miR-215-3p,1
LILRA6,hsa-miR-215-3p,0
PAICS,hsa-miR-215-3p,0
CD300C,hsa-miR-215-3p,1
FOXO1,hsa-miR-1295b-3p,1
POU2AF1,hsa-miR-1295b-3p,0
GABRG1,hsa-miR-1295b-3p,1
FOXO3,hsa-miR-197-3p,1
TUSC2,hsa-miR-197-3p,1
SDC1,hsa-miR-197-3p,1
CCDC97,hsa-miR-197-3p,0
RUVBL2,hsa-miR-197-3p,1
MAPK1,hsa-miR-197-3p,1
PMAIP1,hsa-miR-197-3p,1
TNFRSF19,hsa-miR-197-3p,1
FOXO4,hsa-miR-499a-5p,1
PDCD4,hsa-miR-499a-5p,1
ITGA8,hsa-miR-499a-5p,0
WFIKKN1,hsa-miR-499a-5p,0
TLE2,hsa-miR-499a-5p,1
C2ORF54,hsa-miR-499a-5p,1
G6PC,hsa-miR-33b-5p,1
NPY5R,hsa-miR-33b-5p,1
RDH11,hsa-miR-33b-5p,1
KBTBD8,hsa-miR-33b-5p,1
SORBS2,hsa-miR-33b-5p,1
G6PC,hsa-miR-6877-5p,1
RTP3,hsa-miR-6877-5p,0
DRD3,hsa-miR-6877-5p,0
PAGE4,hsa-miR-6877-5p,1
TCTE1,hsa-miR-6877-5p,0
DTNA,hsa-miR-6877-5p,1
GDNF,hsa-miR-628-5p,1
KATNA1,hsa-miR-628-5p,0
NPTN,hsa-miR-628-5p,1
GLI1,hsa-miR-202-3p,1
CCDC52,hsa-miR-202-3p,0
FAM111B,hsa-miR-202-3p,1
IPO5,hsa-miR-202-3p,1
GPC1,hsa-miR-149-3p,1
CCNF,hsa-miR-149-3p,1
IDH3B,hsa-miR-149-3p,1
TSEN15,hsa-miR-149-3p,1
GPC3,hsa-miR-219a-5p,1
KIAA1881,hsa-miR-219a-5p,0
LPL,hsa-miR-219a-5p,0
ZDHHC20,hsa-miR-219a-5p,1
TPR,hsa-miR-219a-5p,1
SPRR4,hsa-miR-219a-5p,1
GPR78,hsa-miR-4786-3p,1
CCDC151,hsa-miR-4786-3p,1
HIF1A,hsa-miR-433-3p,1
ZMAT1,hsa-miR-433-3p,1
HS3ST3A1,hsa-miR-433-3p,0
MTM1,hsa-miR-433-3p,0
PIK3CG,hsa-miR-433-3p,1
HIF1A,hsa-miR-497-3p,1
EVPL,hsa-miR-497-3p,1
NDST3,hsa-miR-497-3p,1
HMGB1,hsa-miR-6809-3p,1
MX1,hsa-miR-6809-3p,1
ANKRD24,hsa-miR-6809-3p,1
HMGB1,hsa-miR-4682,1
HMGCR,hsa-miR-4682,1
CLIP3,hsa-miR-4682,1
HPSE,hsa-miR-1258,1
LSM4,hsa-miR-1258,0
MAP2K1,hsa-miR-1258,0
RCAN3,hsa-miR-1258,0
SLC10A2,hsa-miR-1258,0
SPG11,hsa-miR-1258,1
PDLIM3,hsa-miR-1258,1
HTR3E,hsa-miR-510-5p,1
VWA3B,hsa-miR-510-5p,1
ATL3,hsa-miR-510-5p,1
IFT88,hsa-miR-548a-5p,1
PAP2D,hsa-miR-548a-5p,0
SGCA,hsa-miR-548a-5p,1
C12ORF70,hsa-miR-548a-5p,1
HS1BP3,hsa-miR-548a-5p,1
IKBKG,hsa-miR-342-3p,1
IL1A,hsa-miR-4742-3p,1
AGRP,hsa-miR-4742-3p,0
PNLDC1,hsa-miR-4742-3p,0
SHCBP1,hsa-miR-4742-3p,1
IL6R,hsa-let-7c-3p,1
PLCB2,hsa-let-7c-3p,0
BCKDHB,hsa-let-7c-3p,0
RPP21,hsa-let-7c-3p,1
ING4,hsa-miR-650,1
NDRG2,hsa-miR-650,1
NFKBIA,hsa-miR-650,1
MYCL1,hsa-miR-650,0
CPSF6,hsa-miR-650,1
TXN,hsa-miR-650,1
AQP9,hsa-miR-650,1
RUSC2,hsa-miR-650,1
KLF9,hsa-miR-4473,1
TOX4,hsa-miR-4473,0
CACNA2D3,hsa-miR-4473,1
LHB,hsa-miR-4473,1
KLF9,hsa-miR-4503,1
EEF1D,hsa-miR-4503,0
PFTK1,hsa-miR-4503,0
IDUA,hsa-miR-4503,0
DGKZ,hsa-miR-4503,1
LPAR1,hsa-miR-200a-5p,1
WDR16,hsa-miR-200a-5p,1
MAP2K4,hsa-miR-639,1
ZNF594,hsa-miR-639,0
CPT1A,hsa-miR-639,0
DOCK5,hsa-miR-639,1
MAP2K6,hsa-miR-8061,1
KCNJ10,hsa-miR-8061,0
ZNF550,hsa-miR-8061,0
PKIA,hsa-miR-8061,0
MAP3K5,hsa-miR-301a-3p,1
UVRAG,hsa-miR-301a-3p,1
ADAM29,hsa-miR-301a-3p,1
FAM136A,hsa-miR-301a-3p,1
ZNF136,hsa-miR-301a-3p,1
MEOX2,hsa-miR-301a-3p,1
ZNF565,hsa-miR-301a-3p,1
MARCKS,hsa-miR-607,1
TST,hsa-miR-607,0
XG,hsa-miR-607,1
SOCS5,hsa-miR-607,1
LHFP,hsa-miR-607,1
MAT2A,hsa-miR-146b-3p,1
MFI2,hsa-miR-146b-3p,1
IRAK1,hsa-miR-146b-3p,1
MBNL3,hsa-miR-30e-5p,1
BCKDHB,hsa-miR-30e-5p,0
PDS5B,hsa-miR-30e-5p,1
MFN2,hsa-miR-5680,1
MN1,hsa-miR-5680,0
IGFBP3,hsa-miR-5680,0
MMACHC,hsa-miR-5680,0
DPP7,hsa-miR-5680,0
C1ORF146,hsa-miR-5680,1
TSC1,hsa-miR-5680,1
CWC22,hsa-miR-5680,1
MGMT,hsa-miR-7852-3p,1
KRT81,hsa-miR-7852-3p,0
GIMAP5,hsa-miR-7852-3p,1
CDC42EP5,hsa-miR-7852-3p,1
ZNF330,hsa-miR-7852-3p,1
MSH2,hsa-miR-3163,1
NKX6-2,hsa-miR-3163,0
PCYT2,hsa-miR-3163,1
MSH3,hsa-miR-7-5p,1
REL,hsa-miR-7-5p,1
SERPINB5,hsa-miR-7-5p,1
XRCC2,hsa-miR-7-5p,1
IRS2,hsa-miR-7-5p,1
MSH3,hsa-miR-548ak,1
MYO6,hsa-miR-548ak,1
MYCN,hsa-miR-34b-5p,1
ZBTB10,hsa-miR-34b-5p,1
SCNN1D,hsa-miR-34b-5p,0
TERF1,hsa-miR-34b-5p,1
R3HCC1,hsa-miR-34b-5p,1
NANOG,hsa-miR-1323,1
PPFIA3,hsa-miR-1323,0
ECH1,hsa-miR-1323,1
CATSPERB,hsa-miR-1323,1
NAV3,hsa-miR-6821-3p,1
C9ORF144B,hsa-miR-6821-3p,1
BLVRA,hsa-miR-6821-3p,1
NCOR2,hsa-miR-6079,1
GNA12,hsa-miR-6079,0
NFIB,hsa-miR-7159-3p,1
RNF20,hsa-miR-7159-3p,0
GRIN1,hsa-miR-7159-3p,1
NOD2,hsa-miR-320c,1
PFKL,hsa-miR-320c,1
SMARCC1,hsa-miR-320c,1
CARD6,hsa-miR-320c,1
PDCD4,hsa-miR-218-2-3p,1
CAPN1,hsa-miR-218-2-3p,0
ATRN,hsa-miR-218-2-3p,1
ZSCAN22,hsa-miR-218-2-3p,1
CTH,hsa-miR-218-2-3p,1
TMEM54,hsa-miR-218-2-3p,1
SLIT3,hsa-miR-218-2-3p,1
CACNA2D4,hsa-miR-218-2-3p,1
PDE4B,hsa-miR-330-5p,1
LBH,hsa-miR-330-5p,0
ZBTB41,hsa-miR-330-5p,0
LRRC29,hsa-miR-330-5p,1
PIK3R1,hsa-miR-4711-5p,1
OGT,hsa-miR-4711-5p,1
GDI2,hsa-miR-4711-5p,1
PARP3,hsa-miR-4711-5p,1
PIK3R3,hsa-miR-193a-5p,1
PKLR,hsa-miR-3667-3p,1
BAT1,hsa-miR-3667-3p,0
CBLN4,hsa-miR-3667-3p,0
OGDHL,hsa-miR-3667-3p,1
AKR1A1,hsa-miR-3667-3p,1
GLTPD1,hsa-miR-3667-3p,1
PLAUR,hsa-miR-1260b,1
C11ORF55,hsa-miR-1260b,0
LZTFL1,hsa-miR-1260b,1
SFRP1,hsa-miR-1260b,1
KIAA0892,hsa-miR-1260b,1
PPP1R9A,hsa-miR-1260b,1
KLHL28,hsa-miR-1260b,1
PRMT5,hsa-miR-92b-3p,1
SDAD1,hsa-miR-92b-3p,0
RAB15,hsa-miR-92b-3p,0
PIWIL1,hsa-miR-92b-3p,1
PROX1,hsa-miR-489-3p,1
C1ORF127,hsa-miR-489-3p,0
LMX1B,hsa-miR-489-3p,0
C6ORF145,hsa-miR-489-3p,1
PTGR1,hsa-miR-522-3p,1
ILKAP,hsa-miR-522-3p,0
SNX5,hsa-miR-522-3p,0
C12ORF51,hsa-miR-522-3p,0
MTG1,hsa-miR-522-3p,0
DUSP15,hsa-miR-522-3p,1
OLA1,hsa-miR-522-3p,1
DSCR6,hsa-miR-522-3p,1
SLC25A27,hsa-miR-522-3p,1
PTGS2,hsa-miR-558,1
DDX31,hsa-miR-558,1
PTPN12,hsa-miR-205-3p,1
KLK13,hsa-miR-205-3p,1
LENG8,hsa-miR-205-3p,1
PTPN7,hsa-miR-126-5p,1
MMP7,hsa-miR-126-5p,1
NRF1,hsa-miR-126-5p,1
UGDH,hsa-miR-126-5p,1
RAB1B,hsa-miR-502-5p,1
TRIM13,hsa-miR-502-5p,1
RAF1,hsa-miR-6802-3p,1
HHIPL1,hsa-miR-6802-3p,0
REXO1,hsa-miR-6802-3p,0
C3ORF10,hsa-miR-6802-3p,1
RASAL2,hsa-miR-378d,1
LRRC32,hsa-miR-378d,0
DDX49,hsa-miR-378d,0
C1ORF91,hsa-miR-378d,1
CNTF,hsa-miR-378d,1
RASAL2,hsa-miR-136-5p,1
ZDHHC16,hsa-miR-136-5p,0
GAST,hsa-miR-136-5p,0
PRDM14,hsa-miR-136-5p,0
NUF2,hsa-miR-136-5p,0
C3ORF14,hsa-miR-136-5p,1
SCRN3,hsa-miR-136-5p,1
RCBTB1,hsa-miR-21-3p,1
THAP10,hsa-miR-21-3p,0
HDGFL1,hsa-miR-21-3p,1
AIG1,hsa-miR-21-3p,1
RGS2,hsa-miR-10b-3p,1
GPR19,hsa-miR-10b-3p,1
ACTR3,hsa-miR-10b-3p,1
RHOC,hsa-miR-493-5p,1
C19ORF42,hsa-miR-493-5p,0
MUT,hsa-miR-493-5p,1
TAOK1,hsa-miR-493-5p,1
RIN2,hsa-miR-4735-5p,1
WRNIP1,hsa-miR-4735-5p,1
DNAJB11,hsa-miR-4735-5p,1
RUNX2,hsa-miR-4496,1
TMEM155,hsa-miR-4496,1
SHC1,hsa-miR-6747-5p,1
GMPPA,hsa-miR-6747-5p,1
SLC2A1,hsa-miR-6852-3p,1
FAM5B,hsa-miR-6852-3p,1
SNAI2,hsa-miR-1538,1
SLC4A1,hsa-miR-1538,0
FMO5,hsa-miR-1538,1
SNAP25,hsa-miR-27a-5p,1
OVGP1,hsa-miR-27a-5p,1
SFRP1,hsa-miR-27a-5p,1
SOCS1,hsa-miR-6512-5p,1
TAPBP,hsa-miR-6512-5p,0
AARSD1,hsa-miR-6512-5p,1
CPS1,hsa-miR-6512-5p,1
STARD10,hsa-miR-127-5p,1
GCAT,hsa-miR-127-5p,0
SLC41A2,hsa-miR-127-5p,1
KRT24,hsa-miR-127-5p,1
STAT3,hsa-miR-1234-3p,1
SLTM,hsa-miR-1234-3p,1
HS3ST2,hsa-miR-1234-3p,1
C14ORF156,hsa-miR-1234-3p,1
STAT6,hsa-miR-1207-5p,1
CCDC19,hsa-miR-1207-5p,0
POU5F1B,hsa-miR-1207-5p,0
STUB1,hsa-miR-1178-3p,1
DYNLL2,hsa-miR-1178-3p,1
FRMPD2L2,hsa-miR-1178-3p,1
C6,hsa-miR-1178-3p,1
SYCP1,hsa-miR-3689d,1
CTAGE5,hsa-miR-3689d,1
CALD1,hsa-miR-3689d,0
TIMELESS,hsa-miR-3689d,1
PQLC2,hsa-miR-3689d,1
SREBF2,hsa-miR-3689d,1
C3ORF30,hsa-miR-3689d,1
TGIF2,hsa-miR-541-3p,1
ZNF579,hsa-miR-541-3p,1
C11ORF82,hsa-miR-541-3p,1
WASF3,hsa-miR-6789-3p,1
WDR90,hsa-miR-6789-3p,0
WNK1,hsa-miR-6729-3p,1
JPH2,hsa-miR-6729-3p,0
ZNF573,hsa-miR-6729-3p,1
FLRT2,hsa-miR-6729-3p,1
CHST9,hsa-miR-6729-3p,1
WNT5A,hsa-miR-154-3p,1
RNF20,hsa-miR-154-3p,0
RXRA,hsa-miR-154-3p,0
VEPH1,hsa-miR-154-3p,1
CRHR1,hsa-miR-154-3p,1
XBP1,hsa-miR-125a-3p,1
STK36,hsa-miR-125a-3p,0
FYN,hsa-miR-125a-3p,1
XBP1,hsa-miR-30a-3p,1
THBS1,hsa-miR-30a-3p,1
LOC391322,hsa-miR-30a-3p,0
ALDH4A1,hsa-miR-30a-3p,1
XBP1,hsa-miR-127-3p,1
CBLN4,hsa-miR-127-3p,0
SERPINB9,hsa-miR-127-3p,1
BAG5,hsa-miR-127-3p,1
DHPS,hsa-miR-127-3p,1
IDH1,hsa-miR-127-3p,1
ZEB2,hsa-miR-887-5p,1
CPXCR1,hsa-miR-887-5p,1
KLF16,hsa-miR-887-5p,1
PDE7A,hsa-miR-887-5p,1
CSNK2A1,hsa-miR-760,1
NGDN,hsa-miR-760,1
IGF1,hsa-miR-6728-3p,1
REXO1,hsa-miR-6728-3p,0
C11ORF21,hsa-miR-6728-3p,1
ST8SIA2,hsa-miR-6728-3p,1
MYL3,hsa-miR-6728-3p,1
RICTOR,hsa-miR-1976,1
RSPO4,hsa-miR-1976,0
ZNFX1,hsa-miR-6894-5p,1
SRPX2,hsa-miR-6894-5p,1
DLG1,hsa-miR-9-3p,1
ANO7,hsa-miR-9-3p,0
EIF3H,hsa-miR-9-3p,0
ENOX1,hsa-miR-9-3p,0
GEFT,hsa-miR-9-3p,0
TNFRSF4,hsa-miR-9-3p,0
ZNF222,hsa-miR-9-3p,1
CYC1,hsa-miR-4793-5p,1
GLP1R,hsa-miR-4793-5p,0
ZNF608,hsa-miR-4793-5p,1
STAG2,hsa-miR-409-5p,1
NUDT2,hsa-miR-409-5p,1
DPP3,hsa-miR-409-5p,1
MBD2,hsa-miR-221-5p,1
CXORF61,hsa-miR-221-5p,0
TRIP10,hsa-miR-221-5p,0
OLFM2,hsa-miR-221-5p,1
USP3,hsa-miR-221-5p,1
SSSCA1,hsa-miR-221-5p,1
GPR88,hsa-miR-221-5p,1
PTPN5,hsa-miR-221-5p,1
PRKAR1A,hsa-miR-1246,1
C18ORF19,hsa-miR-1246,0
KCTD8,hsa-miR-1246,1
JAK3,hsa-miR-1246,1
